"condition" "CYT" "IMPRES" "Roh_IS" "chemokines" "Davoli_IS" "IFNy" "Ayers_expIS" "Tcell_inflamed" "MSI" "TLS" "CTLA4" "PD1" "PDL1" "CMH1"
"31" "Gide_PD1_41_Pre" 3.88331044342324 12 12.7895350571665 0.269269426693919 0.34402332361516 5.21543007158153 4.03590939824239 -2.18395561865381 6.66666666666667 3.86597490302624 2 0 8 587.278618150768
"32" "Gide_PD1_42_Pre" 2.83903152500989 9 6.85938964016264 -2.09608249030435 0.346938775510204 3.74967704616438 3.6358350673032 -2.7223417528516 6.66666666666667 10.7888418417902 2 1 3 307.602986244453
"33" "Gide_PD1_44_Pre" 25.388975954142 12 34.6601984138765 2.33261729287908 0.893586005830904 6.15093812077734 6.12879581253108 -0.63305240674386 6.66666666666667 40.0733049001447 28 3 15 781.302431343912
"34" "Gide_PD1_45_Pre" 28.9245587693227 12 20.0084355349702 1.2515402840624 0.86734693877551 5.72311653051836 5.98677330972692 -0.876984479176113 5.55555555555556 29.1785891331118 18 7 13 1203.90125455245
"35" "Gide_PD1_46_Pre" 7.75693882920318 10 17.2030278979307 1.45579287397283 0.651603498542274 5.73479600688484 5.14532029071515 -1.75808326784137 6.66666666666667 17.2899207785684 6 2 11 758.406481886282
"36" "Gide_PD1_47_Post" 14.1527417838382 12 17.6327265871863 1.7852013727289 0.696793002915452 6.4629582886567 5.41075852215429 -0.668048968171707 5.55555555555556 18.3281130525666 19 2 24 765.013725619226
"37" "Gide_PD1_47_Pre" 13.4268425178819 13 24.9824392049136 2.33562006152878 0.673469387755102 6.6097865011117 5.38787960806102 -0.808382930039635 6.66666666666667 17.5720277850432 9 2 21 907.586706630592
"38" "Gide_PD1_48_Post" 106.105372625518 13 63.9022454528679 6.36442411296391 1 8.35025244539776 7.60124390214918 0.989500106668123 6.66666666666667 65.4788681512288 39 16 55 1593.63104489639
"39" "Gide_PD1_48_Pre" 35.4811231502048 11 31.9113107627455 4.97550111105622 0.893586005830904 7.18705589712596 6.50626127428576 -0.54571501278615 5.55555555555556 35.3283702742449 19 6 27 1370.11241547234
"40" "Gide_PD1_49_Pre" 4.01249299064808 10 9.04767878191814 -0.529876575910938 0.472303206997085 4.94647980504413 4.14020849751622 -2.2896618359649 4.44444444444444 4.34866431265853 2 1 5 384.030379109873
"41" "Gide_PD1_5_Pre" 1.42481577756565 9 6.41090349871125 -2.14870477782897 0.274052478134111 4.20148590252844 3.22705591735718 -2.79512472107571 6.66666666666667 5.94595084539766 1 0 3 289.052935820294
"42" "Gide_PD1_50_Pre" 6.33562151647334 11 22.9850142532977 0.787298234954975 0.463556851311953 6.00893922113667 4.82026056120166 -1.52686197122911 6.66666666666667 7.42390218568173 4 1 25 523.895923742168
"43" "Gide_PD1_52_Pre" 5.7567438713217 11 19.9585373577394 1.37451943985889 0.552478134110787 5.41215241768298 4.95073124854085 -1.76834042041528 6.66666666666667 10.4757392928426 4 1 14 1068.20184485339
"44" "Gide_PD1_53_Pre" 22.7503868098984 11 32.3965500640677 2.09883964442577 0.822157434402332 5.80257759708145 6.01372906076314 -0.727824643544511 6.66666666666667 38.7633840722293 14 14 15 872.34379770144
"45" "Gide_PD1_54_Pre" 6.71863825488469 12 23.0702426124627 1.47032157581445 0.610787172011662 6.51143435489 5.24869608275712 -1.16722517649226 6.66666666666667 6.36814792391452 37 2 10 765.948254135494
"46" "Gide_PD1_6_Pre" 5.66745974842345 14 11.9710217920144 0.421170503946278 0.683673469387755 5.24576693787995 5.3765125238507 -1.59319928166425 6.66666666666667 65.7171357562642 31 4 6 515.971645947258
"47" "Gide_PD1_7_Pre" 11.8423012966231 11 44.3288160195145 2.34270389902828 0.705539358600583 7.63864564870293 5.9965090946526 -0.115070272066313 6.66666666666667 6.60787085956927 7 2 13 1705.66088544721
"48" "Gide_PD1_8_Post" 2.83903152500989 8 4.78034446378613 0.13417106755898 0.313411078717201 3.71648993916212 3.16097817977014 -2.4345290681679 6.66666666666667 3.09563070359079 0 0 2 127.067668178107
"49" "Gide_PD1_8_Pre" 0.01 7 1.31284084754321 -3.645432825484 0.0947521865889213 2.49728436544322 1.83389204015151 -3.68855203964076 6.66666666666667 2.47878728998282 0 0 1 52.6768692877557
"50" "Gide_PD1_9_Pre" 4.25324581937137 10 11.2241138543019 -0.842566432584134 0.559766763848397 4.61576273127635 4.44270008337898 -2.03974981949116 6.66666666666667 15.3406518089708 6 1 5 279.245555678602
